全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,所在地_全国地方公共団体コード,町字ID,所在地,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,郵便番号,法人番号,団体名,月曜日,火曜日,水曜日,木曜日,金曜日,土曜日,日曜日,祝日,利用可能日時特記事項,小児対応設備の有無,URL
382027,100,愛媛県今治市,今治市伊東豊雄建築ミュージアム,イマバリシイトウトヨオケンチクミュージアム,382027,33000,愛媛県今治市大三島町浦戸2418,愛媛県,今治市,大三島町浦戸,2418,,34.21387,132.95045,,,ティンバーハット入口,,,7941308,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357045
382027,101,愛媛県今治市,御厩プール,オンマヤプール,382027,177003,愛媛県今治市東門町三丁目2-2,愛媛県,今治市,東門町三丁目,2-2,,34.06124,133.01256,,,プール事務所,,,7940033,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357044
382027,102,愛媛県今治市,菊間コミュニティーホール,キクマコミュニティーホール,382027,65000,愛媛県今治市菊間町浜812,愛媛県,今治市,菊間町浜,812,,34.03381,132.84132,,,コミュニティーホール入口,,,7992303,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357043
382027,103,愛媛県今治市,富田海浜プール,トミタカイヒンプール,382027,73005,愛媛県今治市喜田村五丁目1073番地先,愛媛県,今治市,喜田村五丁目,1073番地先,,34.04672,133.02812,,,プール事務所,,,7991503,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357042
382027,104,愛媛県今治市,玉川総合公園多目的体育館多目的広場,タマガワソウゴウコウエンタモクテキタイイクカンタモクテキヒロバ,382027,121000,愛媛県今治市玉川町摺木108,愛媛県,今治市,玉川町摺木,108,,34.022478,132.93565,,,事務所内,,,7940104,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357041
382027,105,愛媛県今治市,吉海B&G海洋センタープール,ヨシウミB&Gカイヨウセンタープール,382027,216000,愛媛県今治市吉海町福田1290,愛媛県,今治市,吉海町福田,1290,,34.15496,133.04161,,,事務所内,,,7942103,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357040
382027,106,愛媛県今治市,津島集会所(吉海),ツシマシュウカイジョ(ヨシウミ),382027,212000,愛媛県今治市吉海町津島219,愛媛県,今治市,吉海町津島,219,,34.15354,133.00606,階数,1,1階玄関内右,,,7942119,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357039
382027,107,愛媛県今治市,鵜島港待合室(宮窪),ウシマコウマチアイシツ(ミヤクボ),382027,198000,愛媛県今治市宮窪町宮窪鵜島6789,愛媛県,今治市,宮窪町宮窪,鵜島6789,,34.18339,133.08772,階数,1,1階待合室内右,,,7942203,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357038
382027,108,愛媛県今治市,馬島集会所,ウマシマシュウカイジョ,382027,16000,愛媛県今治市馬島1006,愛媛県,今治市,馬島,1006,,34.11639,132.99102,,,入口入って左棚上,,,7992123,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357037
382027,109,愛媛県今治市,城東保育所,ジョウトウホイクショ,382027,186004,愛媛県今治市美須賀町四丁目1-48,愛媛県,今治市,美須賀町四丁目,1-48,,34.05942,133.01158,,,事務室入り口横,,,7940034,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357060
382027,110,愛媛県今治市,吉海認定こども園,ヨシウミニンテイコドモエン,382027,221000,愛媛県今治市吉海町八幡56,愛媛県,今治市,吉海町八幡,56,,34.14697,133.04514,,,玄関入口,,,7942110,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357059
382027,111,愛媛県今治市,今治市障害者福祉センターのぞみ苑,イマバリシショウガイシャフクシセンターノゾミエン,382027,9004,愛媛県今治市石井町四丁目669-1,愛媛県,今治市,石井町四丁目,669-1,,34.08489,132.98568,,,玄関内,,,7940006,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357058
382027,112,愛媛県今治市,今治市障害者地域活動支援センター(ときめき),イマバリシショウガイシャチイキカツドウシエンセンター(トキメキ),382027,138002,愛媛県今治市天保山町二丁目2-1,愛媛県,今治市,天保山町二丁目,2-1,,34.06742,133.00989,,,玄関内受付横,,,7940032,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357057
382027,113,愛媛県今治市,養護老人ホーム清流園,ヨウゴロウジンホームセイリュウエン,382027,3000,愛媛県今治市朝倉北甲497,愛媛県,今治市,朝倉北,甲497,,33.99791,133.02295,階数,1,1階 C棟(梅)入口廊下の壁,,,7991604,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357073
382027,114,愛媛県今治市,伯方認定こども園,ハカタニンテイコドモエン,382027,168000,愛媛県今治市伯方町木浦1200-1,愛媛県,今治市,伯方町木浦,1200-1,,34.20564,133.11211,,,玄関入ってすぐ左(ホール内),,,7942305,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357072
382027,115,愛媛県今治市,菊間保育所,キクマホイクショ,382027,62000,愛媛県今治市菊間町長坂1999,愛媛県,今治市,菊間町長坂,1999,,34.03265,132.84478,,,玄関入ってすぐ左(ホール内),,,7992310,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357071
382027,116,愛媛県今治市,九和保育所,クワホイクショ,382027,113000,愛媛県今治市玉川町大野甲86-3,愛媛県,今治市,玉川町大野,甲86-3,,34.02113,132.94397,,,玄関入ってすぐ右(ホール内),,,7940102,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357070
382027,117,愛媛県今治市,スポーツパーク,スポーツパーク,382027,109000,愛媛県今治市高橋ふれあいの丘1-2,愛媛県,今治市,高橋ふれあいの丘,1-2,,34.04195,132.95721,,,事務所前,,,7940067,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357069
382027,118,愛媛県今治市,大三島認定こども園,オオミシマニンテイコドモエン,382027,31000,愛媛県今治市大三島町明日2493-1,愛媛県,今治市,大三島町明日,2493-1,,34.25136,132.99733,,,入り口のホールに面した遊戯室の壁,,,7941303,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357068
382027,119,愛媛県今治市,宮窪認定こども園,ミヤクボニンテイコドモエン,382027,198000,愛媛県今治市宮窪町宮窪2901,愛媛県,今治市,宮窪町宮窪,2901,,34.17123,133.07514,,,玄関入ってすぐ左(ホール内),,,7942203,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357067
382027,120,愛媛県今治市,亀岡保育所,カメオカホイクショ,382027,59000,愛媛県今治市菊間町佐方490,愛媛県,今治市,菊間町佐方,490,,34.05474,132.87483,,,玄関入ってすぐ右(ホール内),,,7992301,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357066
382027,121,愛媛県今治市,日の出保育所,ヒノデホイクショ,382027,119000,愛媛県今治市玉川町小鴨部233-1,愛媛県,今治市,玉川町小鴨部,233-1,,34.02645,132.96439,,,玄関入ってすぐ左(ホール内),,,7940112,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357065
382027,122,愛媛県今治市,樋口保育所,ヒノクチホイクショ,382027,158000,愛媛県今治市波方町養老1024,愛媛県,今治市,波方町養老,1024,,34.10118,132.94736,,,玄関入ってすぐ左(ホール内),,,7992109,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357064
382027,123,愛媛県今治市,上浦認定こども園,カミウラニンテイコドモエン,382027,46000,愛媛県今治市上浦町井口5931-1,愛媛県,今治市,上浦町井口,5931-1,,34.26357,133.03769,,,玄関ホール,,,7941402,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357063
382027,124,愛媛県今治市,桜井保育所,サクライホイクショ,382027,410,愛媛県今治市登畑40,愛媛県,今治市,登畑,40,,34.02216,133.02196,,,玄関入ってすぐ左(ホール内),,,7991535,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357062
382027,125,愛媛県今治市,鳥生保育所,トリウホイクショ,382027,68003,愛媛県今治市北鳥生町三丁目1-15,愛媛県,今治市,北鳥生町三丁目,1-15,,34.05425,133.00731,,,玄関ホール内,,,7940803,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357061
382027,126,愛媛県今治市,今治市立別宮小学校,イマバリシリツベックショウガッコウ,382027,179005,愛媛県今治市別宮町五丁目1-7,愛媛県,今治市,別宮町五丁目,1-7,,34.07107,132.99265,,,職員室屋外階段出口横,,,7940026,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357092
382027,127,愛媛県今治市,今治市立別宮小学校,イマバリシリツベックショウガッコウ,382027,179005,愛媛県今治市別宮町五丁目1-7,愛媛県,今治市,別宮町五丁目,1-7,,34.071597,132.9925,,,体育館入口内,,,7940026,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357091
382027,128,愛媛県今治市,今治市立吹揚小学校,イマバリシリツフキアゲショウガッコウ,382027,88003,愛媛県今治市黄金町三丁目3,愛媛県,今治市,黄金町三丁目,3,,34.06197,133.00484,,,職員室運動場側出入口(屋外),,,7940037,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357090
382027,129,愛媛県今治市,今治市立吹揚小学校,イマバリシリツフキアゲショウガッコウ,382027,88003,愛媛県今治市黄金町三丁目3,愛媛県,今治市,黄金町三丁目,3,,34.06213,133.00563,,,体育館玄関内,,,7940037,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357089
382027,130,愛媛県今治市,椋名みなと公園,ムクナミナトコウエン,382027,220000,愛媛県今治市吉海町椋名602,愛媛県,今治市,吉海町椋名,602,,34.136808,133.01937,,,公園内トイレ,,,7942113,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357088
382027,131,愛媛県今治市,JFAアカデミー今治,JFAアカデミーイマバリ,382027,2000,愛媛県今治市朝倉上甲776-1,愛媛県,今治市,朝倉上,甲776-1,,33.97598,133.00635,,,玄関口,,,7991607,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357087
382027,132,愛媛県今治市,今治市民活動センター,イマバリシミンカツドウセンター,382027,179008,愛媛県今治市別宮町八丁目1-55,愛媛県,今治市,別宮町八丁目,1-55,,34.07327,132.99072,,,正面玄関ホール 奥の廊下右側,,,7940026,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357086
382027,133,愛媛県今治市,しまなみの駅御島,シマナミノエキミシマ,382027,38000,愛媛県今治市大三島町宮浦3260,愛媛県,今治市,大三島町宮浦,3260,,34.24897,133.00543,,,インフォメーション横(観光案内所),,,7941304,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357085
382027,134,愛媛県今治市,マリンオアシスはかた,マリンオアシスハカタ,382027,166000,愛媛県今治市伯方町叶浦1668-1,愛媛県,今治市,伯方町叶浦,1668-1,,34.20273,133.07548,,,特産品売店レジカウンター奥下,,,7942302,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357084
382027,135,愛媛県今治市,多々羅しまなみ公園,タタラシマナミコウエン,382027,46000,愛媛県今治市上浦町井口9180-2,愛媛県,今治市,上浦町井口,9180-2,,34.254648,133.05427,,,特産品売店レジ背面の棚,,,7941402,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357083
382027,136,愛媛県今治市,よしうみいきいき館,ヨシウミイキイキカン,382027,219000,愛媛県今治市吉海町名4520-2,愛媛県,今治市,吉海町名,4520-2,,34.12746,133.02196,,,正面玄関入口すぐの観潮船乗船受付カウンター背面の棚,,,7942114,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357082
382027,137,愛媛県今治市,「道の駅」今治湯ノ浦温泉,「ミチノエキ」イマバリユノウラオンセン,382027,143000,愛媛県今治市長沢252-2,愛媛県,今治市,長沢,252-2,,33.99286,133.04841,,,レストラン入口右壁面,,,7991527,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357081
382027,138,愛媛県今治市,今治下水浄化センター,イマバリゲスイジョウカセンター,382027,138004,愛媛県今治市天保山町四丁目6-2,愛媛県,今治市,天保山町四丁目,6-2,,34.0634,133.01737,階数,1,1階 正面玄関,,,7940032,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357080
382027,139,愛媛県今治市,常盤保育所,トキワホイクショ,382027,191002,愛媛県今治市南日吉町二丁目2-8,愛媛県,今治市,南日吉町二丁目,2-8,,34.05741,132.99325,,,玄関正面のホール左の壁,,,7940056,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357078
382027,140,愛媛県今治市,日高保育所,ヒダカホイクショ,382027,180000,愛媛県今治市別名549-1,愛媛県,今治市,別名,549-1,,34.04615,132.97512,,,玄関入ってすぐ左(ホール内),,,7940065,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357077
382027,141,愛媛県今治市,富田保育所,トミタホイクショ,382027,408,愛媛県今治市上徳乙287-7,愛媛県,今治市,上徳,乙287-7,,34.03268,133.01234,,,玄関入ってすぐ左(ホール内),,,7991511,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357076
382027,142,愛媛県今治市,乃万保育所,ノマホイクショ,382027,19000,愛媛県今治市延喜365-2,愛媛県,今治市,延喜,365-2,,34.06341,132.95731,,,玄関入ってすぐ左(ホール内),,,7940084,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357075
382027,143,愛媛県今治市,みなと交流センター(はーばりー),ミナトコウリュウセンター(ハーバリー),382027,41001,愛媛県今治市片原町一丁目100-3,愛媛県,今治市,片原町一丁目,100-3,,34.06943,133.00538,階数,1,1階 監視員室(海側)入って右側,,,7940013,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357074
382027,144,愛媛県今治市,今治市立乃万小学校,イマバリシリツノマショウガッコウ,382027,19000,愛媛県今治市延喜甲349,愛媛県,今治市,延喜,甲349,,34.06401,132.95728,,,体育館玄関内,,,7940084,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357112
382027,145,愛媛県今治市,今治市立日高小学校,イマバリシリツヒダカショウガッコウ,382027,180000,愛媛県今治市別名446-2,愛媛県,今治市,別名,446-2,,34.04576,132.97688,,,体育館入口(屋外),,,7940065,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357111
382027,146,愛媛県今治市,今治市立日高小学校,イマバリシリツヒダカショウガッコウ,382027,180000,愛媛県今治市別名446-2,愛媛県,今治市,別名,446-2,,34.04579,132.97601,,,玄関内ロビー,,,7940065,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357110
382027,147,愛媛県今治市,今治市立清水小学校,イマバリシリツシミズショウガッコウ,382027,7000,愛媛県今治市五十嵐甲13-3,愛媛県,今治市,五十嵐,甲13-3,,34.03258,132.98385,,,体育館入り口屋外,,,7940861,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357109
382027,148,愛媛県今治市,今治市立清水小学校,イマバリシリツシミズショウガッコウ,382027,7000,愛媛県今治市五十嵐甲13-3,愛媛県,今治市,五十嵐,甲13-3,,34.03298,132.98448,,,玄関横廊下,,,7940861,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357108
382027,149,愛媛県今治市,今治市立富田小学校,イマバリシリツトミタショウガッコウ,382027,408,愛媛県今治市上徳甲394-4,愛媛県,今治市,上徳,甲394-4,,34.03441,133.01354,,,体育館入口(屋外),,,7991511,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357107
382027,150,愛媛県今治市,今治市立富田小学校,イマバリシリツトミタショウガッコウ,382027,408,愛媛県今治市上徳甲394-4,愛媛県,今治市,上徳,甲394-4,,34.03363,133.01378,,,保健室前廊下,,,7991511,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357106
382027,151,愛媛県今治市,今治市立富田小学校,イマバリシリツトミタショウガッコウ,382027,408,愛媛県今治市上徳甲394-4,愛媛県,今治市,上徳,甲394-4,,34.03411,133.01386,,,職員室前廊下,,,7991511,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357105
382027,152,愛媛県今治市,今治市立国分小学校,イマバリシリツコクブショウガッコウ,382027,178002,愛媛県今治市古国分二丁目7-1,愛媛県,今治市,古国分二丁目,7-1,,34.03272,133.03118,,,玄関口屋外,,,7991521,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357104
382027,153,愛媛県今治市,今治市立国分小学校,イマバリシリツコクブショウガッコウ,382027,178002,愛媛県今治市古国分二丁目7-1,愛媛県,今治市,古国分二丁目,7-1,,34.03321,133.03132,,,体育館ロビー内,,,7991521,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357103
382027,154,愛媛県今治市,今治市立桜井小学校,イマバリシリツサクライショウガッコウ,382027,81001,愛媛県今治市郷桜井一丁目8-26,愛媛県,今治市,郷桜井一丁目,8-26,,34.01615,133.03406,,,体育館北側壁面(屋外),,,7991523,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357102
382027,155,愛媛県今治市,今治市立桜井小学校,イマバリシリツサクライショウガッコウ,382027,81001,愛媛県今治市郷桜井一丁目8-26,愛媛県,今治市,郷桜井一丁目,8-26,,34.01709,133.03422,,,南校舎1階 保健室前廊下,,,7991523,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357101
382027,156,愛媛県今治市,今治市立鳥生小学校,イマバリシリツトリウショウガッコウ,382027,188003,愛媛県今治市南高下町三丁目3-71,愛媛県,今治市,南高下町三丁目,3-71,,34.04902,133.01321,,,プール出口(屋外),,,7940811,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357100
382027,157,愛媛県今治市,今治市立鳥生小学校,イマバリシリツトリウショウガッコウ,382027,188003,愛媛県今治市南高下町三丁目3-71,愛媛県,今治市,南高下町三丁目,3-71,,34.04879,133.01274,,,体育館ロビー,,,7940811,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357099
382027,158,愛媛県今治市,今治市立立花小学校,イマバリシリツタチバナショウガッコウ,382027,112004,愛媛県今治市立花町四丁目3-45,愛媛県,今治市,立花町四丁目,3-45,,34.04781,133.00096,,,児童玄関運動場側(屋外),,,7940821,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357098
382027,159,愛媛県今治市,今治市立立花小学校,イマバリシリツタチバナショウガッコウ,382027,112004,愛媛県今治市立花町四丁目3-45,愛媛県,今治市,立花町四丁目,3-45,,34.04755,133.00101,,,体育館玄関内,,,7940821,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357097
382027,160,愛媛県今治市,今治市立近見小学校,イマバリシリツチカミショウガッコウ,382027,135001,愛媛県今治市近見町一丁目5-1,愛媛県,今治市,近見町一丁目,5-1,,34.08963,132.98595,,,西校舎1階(屋外),,,7940007,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357096
382027,161,愛媛県今治市,今治市立近見小学校,イマバリシリツチカミショウガッコウ,382027,135001,愛媛県今治市近見町一丁目5-1,愛媛県,今治市,近見町一丁目,5-1,,34.09021,132.98591,,,体育館玄関内,,,7940007,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357095
382027,162,愛媛県今治市,今治市立常盤小学校,イマバリシリツトキワショウガッコウ,382027,146002,愛媛県今治市中日吉町二丁目6-55,愛媛県,今治市,中日吉町二丁目,6-55,,34.05973,132.98923,,,運動場・中庭通路(屋外),,,7940055,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357094
382027,163,愛媛県今治市,今治市立常盤小学校,イマバリシリツトキワショウガッコウ,382027,146002,愛媛県今治市中日吉町二丁目6-55,愛媛県,今治市,中日吉町二丁目,6-55,,34.05999,132.98981,,,体育館玄関内,,,7940055,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357093
382027,164,愛媛県今治市,今治市立宮窪小学校,イマバリシリツミヤクボショウガッコウ,382027,198000,愛媛県今治市宮窪町宮窪4765,愛媛県,今治市,宮窪町宮窪,4765,,34.17225,133.07278,階数,1,1階正面玄関ロビー内,,,7942203,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357132
382027,165,愛媛県今治市,今治市立吉海小学校,イマバリシリツヨシウミショウガッコウ,382027,221000,愛媛県今治市吉海町八幡157,愛媛県,今治市,吉海町八幡,157,,34.14493,133.04092,階数,2,2階職員室前(ベランダ),,,7942110,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357131
382027,166,愛媛県今治市,今治市立吉海小学校,イマバリシリツヨシウミショウガッコウ,382027,221000,愛媛県今治市吉海町八幡157,愛媛県,今治市,吉海町八幡,157,,34.14456,133.04142,,,屋内運動場玄関,,,7942110,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357130
382027,167,愛媛県今治市,今治市立菊間小学校,イマバリシリツキクマショウガッコウ,382027,62000,愛媛県今治市菊間町長坂2001,愛媛県,今治市,菊間町長坂,2001,,34.03275,132.84605,,,職員室屋外階段出口横,,,7992310,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357129
382027,168,愛媛県今治市,今治市立菊間小学校,イマバリシリツキクマショウガッコウ,382027,62000,愛媛県今治市菊間町長坂2001,愛媛県,今治市,菊間町長坂,2001,,34.03288,132.84544,,,体育館入口,,,7992310,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357128
382027,169,愛媛県今治市,今治市立亀岡小学校,イマバリシリツカメオカショウガッコウ,382027,60000,愛媛県今治市菊間町種52,愛媛県,今治市,菊間町種,52,,34.05517,132.87352,,,体育館プール側壁面,,,7992302,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357127
382027,170,愛媛県今治市,今治市立亀岡小学校,イマバリシリツカメオカショウガッコウ,382027,60000,愛媛県今治市菊間町種52,愛媛県,今治市,菊間町種,52,,34.05501,132.87291,,,玄関ロビー,,,7992302,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357126
382027,171,愛媛県今治市,今治市立大西小学校,イマバリシリツオオニシショウガッコウ,382027,21000,愛媛県今治市大西町大井浜103,愛媛県,今治市,大西町大井浜,103,,34.06327,132.92267,,,体育館運動場側入口(屋外),,,7992204,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357125
382027,172,愛媛県今治市,今治市立大西小学校,イマバリシリツオオニシショウガッコウ,382027,21000,愛媛県今治市大西町大井浜103,愛媛県,今治市,大西町大井浜,103,,34.06381,132.92286,,,玄関ロビー,,,7992204,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357124
382027,173,愛媛県今治市,今治市立波方小学校,イマバリシリツナミカタショウガッコウ,382027,158000,愛媛県今治市波方町養老803-1,愛媛県,今治市,波方町養老,803-1,,34.10502,132.94617,,,体育館入口(屋外),,,7992109,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357123
382027,174,愛媛県今治市,今治市立波方小学校,イマバリシリツナミカタショウガッコウ,382027,158000,愛媛県今治市波方町養老803-1,愛媛県,今治市,波方町養老,803-1,,34.10484,132.94591,,,南校舎1階運動場出入口,,,7992109,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357122
382027,175,愛媛県今治市,今治市立九和小学校,イマバリシリツクワショウガッコウ,382027,121000,愛媛県今治市玉川町摺木71-1,愛媛県,今治市,玉川町摺木,71-1,,34.02065,132.93871,,,プール入口階段脇(屋外),,,7940104,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357121
382027,176,愛媛県今治市,今治市立九和小学校,イマバリシリツクワショウガッコウ,382027,121000,愛媛県今治市玉川町摺木71-1,愛媛県,今治市,玉川町摺木,71-1,,34.02102,132.93864,,,玄関口,,,7940104,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357120
382027,177,愛媛県今治市,今治市立鴨部小学校,イマバリシリツカンベショウガッコウ,382027,123000,愛媛県今治市玉川町中村574,愛媛県,今治市,玉川町中村,574,,34.02235,132.95672,,,体育館入口(屋外),,,7940111,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357119
382027,178,愛媛県今治市,今治市立鴨部小学校,イマバリシリツカンベショウガッコウ,382027,123000,愛媛県今治市玉川町中村574,愛媛県,今治市,玉川町中村,574,,34.02205,132.95593,階数,1,1階正面玄関内,,,7940111,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357118
382027,179,愛媛県今治市,今治市立朝倉小学校,イマバリシリツアサクラショウガッコウ,382027,3000,愛媛県今治市朝倉北甲281,愛媛県,今治市,朝倉北,甲281,,33.99832,133.01619,,,体育館入口(屋外),,,7991604,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357117
382027,180,愛媛県今治市,今治市立朝倉小学校,イマバリシリツアサクラショウガッコウ,382027,3000,愛媛県今治市朝倉北甲281,愛媛県,今治市,朝倉北,甲281,,33.99848,133.01657,,,職員玄関口,,,7991604,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357116
382027,181,愛媛県今治市,今治市立波止浜小学校,イマバリシリツハシハマショウガッコウ,382027,97001,愛媛県今治市地堀一丁目3-40,愛媛県,今治市,地堀一丁目,3-40,,34.10591,132.96511,,,運動場側玄関(屋外),,,7992117,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357115
382027,182,愛媛県今治市,今治市立波止浜小学校,イマバリシリツハシハマショウガッコウ,382027,97001,愛媛県今治市地堀一丁目3-40,愛媛県,今治市,地堀一丁目,3-40,,34.10594,132.96568,,,体育館玄関内,,,7992117,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357114
382027,183,愛媛県今治市,今治市立乃万小学校,イマバリシリツノマショウガッコウ,382027,19000,愛媛県今治市延喜甲349,愛媛県,今治市,延喜,甲349,,34.06441,132.95728,,,保健室運動場出口横,,,7940084,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357113
382027,184,愛媛県今治市,今治市立南中学校,イマバリシリツミナミチュウガッコウ,382027,184000,愛媛県今治市松木349-2,愛媛県,今治市,松木,349-2,,34.03154,133.00117,,,体育館壁面(屋外),,,7991513,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357152
382027,185,愛媛県今治市,今治市立南中学校,イマバリシリツミナミチュウガッコウ,382027,184000,愛媛県今治市松木349-1,愛媛県,今治市,松木,349-1,,34.03088,133.00061,階数,1,1階職員室前廊下,,,7991513,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357151
382027,186,愛媛県今治市,今治市立桜井中学校,イマバリシリツサクライチュウガッコウ,382027,81001,愛媛県今治市郷桜井一丁目8-8,愛媛県,今治市,郷桜井一丁目,8-8,,34.01641,133.03404,,,玄関口(屋外),,,7991523,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357150
382027,187,愛媛県今治市,今治市立桜井中学校,イマバリシリツサクライチュウガッコウ,382027,81001,愛媛県今治市郷桜井一丁目8-8,愛媛県,今治市,郷桜井一丁目,8-8,,34.01694,133.03342,,,体育館入口,,,7991523,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357149
382027,188,愛媛県今治市,今治市立立花中学校,イマバリシリツタチバナチュウガッコウ,382027,112002,愛媛県今治市立花町二丁目8-7,愛媛県,今治市,立花町二丁目,8-7,,34.05041,132.99792,,,体育教官室入口横(屋外),,,7940821,3000020382027,今治市,,,,,,,,,,,https://meqqe.jp/spots/10357148
