No,ID,名前,場所,緯度,経度,URL,地区,年度
191,a5K7F000001YlUXUA0,今若池,今治市朝倉南,33.99708333,133.0298889,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_38.pdf,朝倉地区,令和3年
192,a5K7F000001YlQAUA0,ホオノキ池,今治市朝倉上,33.97711111,133.0179444,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_39.pdf,朝倉地区,令和3年
197,a5K7F000001YlQ6UAK,門口池,今治市古谷,34.00666667,132.9852222,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_monguchiike.pdf,朝倉地区,
198,a5K7F000001YlVRUA0,朝倉ダム,今治市朝倉上,33.95697777,133.0061972,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_asakuradam.pdf,朝倉地区,
199,a5K7F000001YlPiUAK,榎谷池,今治市朝倉上,33.96525,133.0306944,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_enokidaniike.pdf,朝倉地区,
200,a5K7F000001YlPgUAK,小口池,今治市朝倉上,33.97072222,133.0168333,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_koguchiike.pdf,朝倉地区,
201,a5K7F000001YlPfUAK,大拇池,今治市朝倉上,33.97091667,133.0019167,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_ootugaike.pdf,朝倉地区,
202,a5K7F000001YlPnUAK,大谷池,今治市朝倉上,33.98633333,133.0100556,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_ootaniike.pdf,朝倉地区,
205,a5K7F000001YlQCUA0,小池,今治市玉川町別所,34.02363889,132.9761389,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_01.pdf,玉川地区,令和3年
206,a5K7F000001YlQGUA0,柳谷下池,今治市玉川町小鴨部,34.02108333,132.9723333,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_02.pdf,玉川地区,令和3年
207,a5K7F000001YlQHUA0,柳谷上池,今治市玉川町別所,34.01980556,132.9725556,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_03.pdf,玉川地区,令和3年
208,a5K7F000001YlQIUA0,菅ノ谷池（菅ノ口）,今治市玉川町小鴨部,34.02102778,132.9650278,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_04.pdf,玉川地区,令和3年
209,a5K7F000001YlQKUA0,大谷池,今治市玉川町鬼原,33.99491667,132.9435,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_05.pdf,玉川地区,令和3年
210,a5K7F000001YlQNUA0,ニゴリガ谷池,今治市玉川町法界寺,34.02955556,132.9457778,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_06.pdf,玉川地区,令和3年
211,a5K7F000001YlQOUA0,新池,今治市玉川町摺木,34.03288889,132.9385556,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_07.pdf,玉川地区,令和3年
212,a5K7F000001YlQPUA0,小窪池,今治市玉川町與和木,34.03458333,132.92775,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_08.pdf,玉川地区,令和3年
213,a5K7F000001YlQSUA0,柿谷池,今治市玉川町桂,34.01758333,132.9226111,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_09.pdf,玉川地区,令和3年
214,a5K7F000001YlQTUA0,柳谷池（桂ヤナギ谷）,今治市玉川町桂,34.013,132.9226111,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_10.pdf,玉川地区,令和3年
215,a5K7F000001YlQVUA0,イノタニ池,今治市玉川町桂,34.00961111,132.9281389,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_R3_11.pdf,玉川地区,令和3年
217,a5K7F000001YlQMUA0,新池（法界寺）,今治市玉川町法界寺,34.03002778,132.9470556,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_sinike.pdf,玉川地区,
218,a5K7F000001YlQDUA0,ゴマジリ池,今治市玉川町別所,34.02166667,132.9741667,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_gomajiriike_ogidaniike.pdf,玉川地区,
218,a5K7F000001YlQFUA0,扇谷池,今治市玉川町別所,34.01955556,132.9744444,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_gomajiriike_ogidaniike.pdf,玉川地区,
219,a5K7F000001YlQEUA0,柳谷池,今治市玉川町別所,34.01969444,132.9756944,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_yanagidaniike.pdf,玉川地区,
220,a5K7F000001YlQJUA0,宝池,今治市玉川町畑寺,34.00163889,132.9545278,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_takaraike.pdf,玉川地区,
221,a5K7F000001YlQLUA0,新池（鬼原）,今治市玉川町鈍川,33.99369444,132.9408333,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_sinike_onihara.pdf,玉川地区,
222,a5K7F000001YlQUUA0,幸門池,今治市玉川町御厩,34.00527778,132.9255278,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_saikadoike.pdf,玉川地区,
224,a5K7F000001YlQRUA0,新池（鍋地）,今治市玉川町鍋地,34.02402778,132.9121389,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_sinike_nabeji.pdf,玉川地区,
225,a5K7F000001YlQQUA0,元切池,今治市玉川町鍋地,34.02713889,132.9192778,https://www.city.imabari.ehime.jp/noudo/hazardmap/tamagawa/tamagawa_motokiriike.pdf,玉川地区,
227,a5K7F000001YlQuUAK,家ノ谷池,今治市波方町樋口,34.08919444,132.9425833,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_01.pdf?1,波方地区,令和4年
228,a5K7F000001YlQvUAK,家ノ谷奥池,今治市波方町樋口,34.08841667,132.942,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_02.pdf?1,波方地区,令和4年
229,a5K7F000001YlQzUAK,丸田池,今治市波方町樋口,34.10172222,132.9328333,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_03.pdf?1,波方地区,令和4年
230,a5K7F000001YlUcUAK,野間手池,今治市波方町西浦,34.13325,132.9394722,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_04.pdf?1,波方地区,令和4年
231,a5K7F000001YlUeUAK,海山下池(たんだ池),今治市波方町波方,34.11158333,132.9541944,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_05.pdf?1,波方地区,令和4年
232,a5K7F000001YlUfUAK,石持奥池,今治市波方町波方,34.11719444,132.9601944,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_06.pdf?1,波方地区,令和4年
233,a5K7F000001YlUgUAK,源氏池,今治市波方町郷,34.11022222,132.9592778,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_07.pdf?1,波方地区,令和4年
234,a5K7F000001YlUhUAK,渡邊池,今治市波方町郷,34.105,132.9586667,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_08.pdf?1,波方地区,令和4年
235,a5K7F000001YlUiUAK,佐郡前池,今治市波方町樋口,34.10333333,132.9575556,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_09.pdf?1,波方地区,令和4年
236,a5K7F000001YlUjUAK,奥山池,今治市波方町樋口,34.10188889,132.9513611,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_10.pdf?1,波方地区,令和4年
237,a5K7F000001YlUkUAK,小谷池,今治市波方町樋口,34.09705556,132.9344444,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_11.pdf?1,波方地区,令和4年
238,a5K7F000001YlUlUAK,高山池,今治市波方町樋口,34.10230556,132.9385278,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_12.pdf?1,波方地区,令和4年
239,a5K7F000001YlUmUAK,上谷池,今治市波方町樋口,34.10077778,132.9393056,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_13.pdf?1,波方地区,令和4年
240,a5K7F000001YlUnUAK,中谷池,今治市波方町樋口,34.09863889,132.9399444,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_14.pdf?1,波方地区,令和4年
241,a5K7F000001YlUoUAK,下谷池,今治市波方町樋口,34.09766667,132.9406111,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_15.pdf?1,波方地区,令和4年
242,a5K7F000001YlUpUAK,鶴木谷池,今治市波方町樋口,34.09763889,132.9426667,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_16.pdf?1,波方地区,令和4年
243,a5K7F000001YlUqUAK,床畑奥池,今治市波方町樋口,34.09941667,132.9446944,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_17.pdf?1,波方地区,令和4年
244,a5K7F000001YlUrUAK,塚ノ谷池,今治市波方町養老,34.10483333,132.9435,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_18.pdf?1,波方地区,令和4年
245,a5K7F000001YlUsUAK,蛭谷池,今治市波方町養老,34.10608333,132.9419167,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_19.pdf?1,波方地区,令和4年
246,a5K7F000001YlUtUAK,村上九一池,今治市波方町養老,34.11316667,132.9421389,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_20.pdf?1,波方地区,令和4年
247,a5K7F000001YlUuUAK,弁則産池,今治市波方町養老,34.10627778,132.9480556,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_21.pdf?1,波方地区,令和4年
248,a5K7F000001YlUvUAK,東照寺池,今治市波方町養老,34.10608333,132.9491111,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_22.pdf?1,波方地区,令和4年
249,a5K7F000001YlUwUAK,金比羅池,今治市波方町小部,34.10544444,132.9316667,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_23.pdf?1,波方地区,令和4年
250,a5K7F000001YlUxUAK,岡孫池,今治市波方町岡,34.11066667,132.9286389,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R4_24.pdf?1,波方地区,令和4年
252,a5K7F000001YlQWUA0,馬刀潟新池,今治市波方町馬刀潟,34.11461111,132.9270556,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_01.pdf,波方地区,令和3年
253,a5K7F000001YlQXUA0,馬坂池,今治市波方町森上,34.11733333,132.9344444,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_02.pdf,波方地区,令和3年
254,a5K7F000001YlQYUA0,本谷奥池,今治市波方町西浦,34.11902778,132.9411667,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_03.pdf,波方地区,令和3年
255,a5K7F000001YlQZUA0,高下池,今治市波方町西浦,34.12347222,132.9378056,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_04.pdf,波方地区,令和3年
256,a5K7F000001YlQaUAK,高下奥池,今治市波方町西浦,34.12327778,132.9398611,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_05.pdf,波方地区,令和3年
257,a5K7F000001YlQbUAK,谷上池,今治市波方町波方,34.11922222,132.9465556,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_06.pdf,波方地区,令和3年
258,a5K7F000001YlQcUAK,谷下池,今治市波方町波方,34.11905556,132.9481944,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_07.pdf,波方地区,令和3年
259,a5K7F000001YlQdUAK,黒谷池,今治市波方町波方,34.11783333,132.9488611,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_08.pdf,波方地区,令和3年
260,a5K7F000001YlQeUAK,三ツ池,今治市波方町波方,34.116,132.9488056,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_09.pdf,波方地区,令和3年
261,a5K7F000001YlQfUAK,小池下池,今治市波方町波方,34.11516667,132.9498056,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_10.pdf,波方地区,令和3年
262,a5K7F000001YlQhUAK,海山池,今治市波方町波方,34.10975,132.9566111,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_11.pdf,波方地区,令和3年
263,a5K7F000001YlQiUAK,カラ池,今治市波方町波方,34.11183333,132.9569444,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_12.pdf,波方地区,令和3年
264,a5K7F000001YlQjUAK,大池,今治市波方町波方,34.11530556,132.9560833,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_13.pdf,波方地区,令和3年
265,a5K7F000001YlQkUAK,芳ヶ谷池,今治市波方町大浦,34.11347222,132.9621667,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_14.pdf,波方地区,令和3年
266,a5K7F000001YlQlUAK,寺池,今治市波方町大浦,34.11263889,132.9620833,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_15.pdf,波方地区,令和3年
267,a5K7F000001YlQmUAK,大浦池,今治市波方町大浦,34.11230556,132.9635278,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_16.pdf,波方地区,令和3年
268,a5K7F000001YlQnUAK,コニ池,今治市波方町郷,34.10561111,132.9597222,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_17.pdf,波方地区,令和3年
269,a5K7F000001YlQoUAK,恵毛谷池,今治市波方町樋口,34.10186111,132.9558611,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_18.pdf,波方地区,令和3年
270,a5K7F000001YlQpUAK,深田池,今治市波方町樋口,34.09544444,132.9514167,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_19.pdf,波方地区,令和3年
271,a5K7F000001YlQqUAK,松窪池,今治市波方町樋口,34.09419444,132.95175,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_20.pdf,波方地区,令和3年
272,a5K7F000001YlQrUAK,大亀池,今治市波方町樋口,34.09430556,132.9498333,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_21.pdf,波方地区,令和3年
273,a5K7F000001YlQsUAK,後谷池,今治市波方町樋口,34.09344444,132.9469722,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_22.pdf,波方地区,令和3年
274,a5K7F000001YlQtUAK,大平池,今治市波方町樋口,34.0905,132.945,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_23.pdf,波方地区,令和3年
275,a5K7F000001YlQwUAK,湯ノ奥池,今治市波方町樋口,34.09147222,132.9393889,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_24.pdf,波方地区,令和3年
276,a5K7F000001YlQxUAK,西窪池,今治市波方町樋口,34.09241667,132.9382222,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_25.pdf,波方地区,令和3年
277,a5K7F000001YlR0UAK,ハメ谷池,今治市波方町樋口,34.10205556,132.9360556,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_26.pdf,波方地区,令和3年
278,a5K7F000001YlR1UAK,湯ノ谷池,今治市波方町養老,34.102,132.9449444,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_27.pdf,波方地区,令和3年
279,a5K7F000001YlR2UAK,養老深田池,今治市波方町養老,34.10677778,132.9390278,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_28.pdf,波方地区,令和3年
280,a5K7F000001YlR3UAK,末池,今治市波方町養老,34.10891667,132.9394722,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_29.pdf,波方地区,令和3年
281,a5K7F000001YlR4UAK,用呂越上池,今治市波方町養老,34.11558333,132.9381944,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_30.pdf,波方地区,令和3年
282,a5K7F000001YlR5UAK,用呂越下池,今治市波方町養老,34.11475,132.9394167,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_31.pdf,波方地区,令和3年
283,a5K7F000001YlR6UAK,藤ノ目池,今治市波方町養老,34.11058333,132.9448056,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_32.pdf,波方地区,令和3年
284,a5K7F000001YlR7UAK,小部池,今治市波方町岡,34.10858333,132.9319167,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_33.pdf,波方地区,令和3年
285,a5K7F000001YlR8UAK,岡池,今治市波方町岡,34.10875,132.9328333,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_34.pdf,波方地区,令和3年
286,a5K7F000001YlR9UAK,岡新池,今治市波方町岡,34.10883333,132.9343056,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_35.pdf,波方地区,令和3年
287,a5K7F000001YlUYUA0,中浦池,今治市波方町宮崎,34.1155,132.9098333,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_36.pdf,波方地区,令和3年
288,a5K7F000001YlUZUA0,ウネントウ池,今治市波方町馬刀潟,34.1125,132.9266667,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_37.pdf,波方地区,令和3年
289,a5K7F000001YlUaUAK,中谷池,今治市波方町森上,34.11930556,132.9298889,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_38.pdf,波方地区,令和3年
290,a5K7F000001YlUbUAK,西浦池,今治市波方町西浦,34.12941667,132.9391389,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_R3_39.pdf,波方地区,令和3年
295,a5K7F000001YlQyUAK,沢池,今治市波方町樋口,34.09666667,132.9384444,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_sawaike.pdf?1,波方地区,
298,a5K7F000001YlQgUAK,巡池,今治市波方町波方,34.11441667,132.9509722,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_meguriike.pdf,波方地区,
300,a5K7F000001YlUdUAK,大久保池,今治市波方町西浦,34.12852778,132.9436667,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_okubo.pdf,波方地区,
301,a5K7F000001YlRAUA0,小池（別府）,今治市大西町別府,34.06166667,132.8996944,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_01.pdf?1,大西地区,令和4年
302,a5K7F000001YlRBUA0,西池,今治市大西町別府,34.05547222,132.8920833,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_02.pdf?1,大西地区,令和4年
303,a5K7F000001YlRCUA0,奥寄池,今治市大西町別府,34.05708333,132.8993889,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_03.pdf?1,大西地区,令和4年
304,a5K7F000001YlRDUA0,下池,今治市大西町別府,34.06005556,132.8977778,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_04.pdf?1,大西地区,令和4年
305,a5K7F000001YlREUA0,屋敷池,今治市大西町星浦,34.04705556,132.8992778,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_05.pdf?1,大西地区,令和4年
306,a5K7F000001YlRFUA0,小池（脇）,今治市大西町脇,34.05866667,132.9123889,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_06.pdf?1,大西地区,令和4年
307,a5K7F000001YlRGUA0,鳥越池,今治市大西町脇,34.05413889,132.9104722,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_07.pdf?1,大西地区,令和4年
308,a5K7F000001YlRIUA0,中之谷池,今治市大西町脇,34.04805556,132.909,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_08.pdf?1,大西地区,令和4年
309,a5K7F000001YlRKUA0,堂池（脇）,今治市大西町脇,34.05005556,132.9138056,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_09.pdf?1,大西地区,令和4年
310,a5K7F000001YlRLUA0,前池（脇）,今治市大西町脇,34.05072222,132.9161111,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_10.pdf?1,大西地区,令和4年
311,a5K7F000001YlRMUA0,堂池（山之内）,今治市大西町山之内,34.041,132.9138333,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_11.pdf?1,大西地区,令和4年
312,a5K7F000001YlRNUA0,大谷池,今治市大西町山之内,34.03994444,132.9064722,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_12.pdf?1,大西地区,令和4年
313,a5K7F000001YlRQUA0,小切池,今治市大西町山之内,34.04441667,132.9215833,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_13.pdf?1,大西地区,令和4年
314,a5K7F000001YlRRUA0,桑坂池,今治市大西町山之内,34.04997222,132.9244444,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_14.pdf?1,大西地区,令和4年
315,a5K7F000001YlRSUA0,皆廻池,今治市大西町宮脇,34.06008333,132.9280833,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_15.pdf?1,大西地区,令和4年
316,a5K7F000001YlRTUA0,女田池,今治市大西町宮脇,34.0525,132.9325278,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_16.pdf?1,大西地区,令和4年
317,a5K7F000001YlRUUA0,伊屋谷池,今治市大西町宮脇,34.05163889,132.9350833,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_17.pdf?1,大西地区,令和4年
318,a5K7F000001YlRVUA0,小谷池,今治市大西町宮脇,34.048,132.9301111,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_18.pdf?1,大西地区,令和4年
319,a5K7F000001YlRXUA0,三皿新池,今治市大西町宮脇,34.05258333,132.9261111,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_19.pdf?1,大西地区,令和4年
320,a5K7F000001YlRYUA0,才鳥池,今治市大西町宮脇,34.05566667,132.9244722,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_20.pdf?2,大西地区,令和4年
321,a5K7F000001YlRZUA0,森池,今治市大西町宮脇,34.05288889,132.9293611,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_22.pdf?1,大西地区,令和4年
322,a5K7F000001YlRaUAK,噺下池,今治市大西町紺原,34.06225,132.9340556,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_23.pdf?1,大西地区,令和4年
323,a5K7F000001YlRcUAK,中池（新町）,今治市大西町新町,34.06138889,132.93125,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_24.pdf?1,大西地区,令和4年
324,a5K7F000001YlRdUAK,荒神池,今治市大西町新町,34.06247222,132.9308889,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_25.pdf?1,大西地区,令和4年
325,a5K7F000001YlReUAK,円山池,今治市大西町宮脇,34.06147222,132.9270278,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_26.pdf?1,大西地区,令和4年
326,a5K7F000001YlRfUAK,汐越池,今治市大西町紺原,34.06330556,132.9410556,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_27.pdf?1,大西地区,令和4年
327,a5K7F000001YlRgUAK,かずわら池,今治市大西町紺原,34.06397222,132.9349444,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_28.pdf?1,大西地区,令和4年
328,a5K7F000001YlRhUAK,宮ノ浦池,今治市大西町九王,34.07552778,132.9347222,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_29.pdf?1,大西地区,令和4年
329,a5K7F000001YlRiUAK,城部池,今治市大西町九王,34.07766667,132.9325833,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_30.pdf?1,大西地区,令和4年
330,a5K7F000001YlRjUAK,古池,今治市大西町九王,34.08494444,132.9328889,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_31.pdf?1,大西地区,令和4年
331,a5K7F000001YlRkUAK,新池（九王）,今治市大西町九王,34.08558333,132.9339722,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_32.pdf?1,大西地区,令和4年
332,a5K7F000001YlRlUAK,長越池,今治市大西町九王,34.08319444,132.9283611,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_33.pdf?1,大西地区,令和4年
333,a5K7F000001YlRmUAK,九左エ門池,今治市大西町九王,34.07788889,132.9258056,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_34.pdf?1,大西地区,令和4年
334,a5K7F000001YlRoUAK,大池,今治市大西町紺原,34.06722222,132.9423056,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_35.pdf?1,大西地区,令和4年
335,a5K7F000001YlRuUAK,高口池,今治市大西町九王,34.09294444,132.9330833,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_36.pdf?1,大西地区,令和4年
336,a5K7F000001YlUyUAK,谷ノ口池,今治市大西町山之内,34.04358333,132.9101111,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_37.pdf?1,大西地区,令和4年
337,a5K7F000001YlUzUAK,楠池,今治市大西町山之内,34.045,132.9124167,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_38.pdf?1,大西地区,令和4年
338,a5K7F000001YlV0UAK,ヤンゲ池,今治市大西町山之内,34.04105556,132.9236389,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_39.pdf?1,大西地区,令和4年
339,a5K7F000001YlV1UAK,古寺池,今治市大西町山之内,34.04247222,132.9240278,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_40.pdf?1,大西地区,令和4年
340,a5K7F000001YlV2UAK,谷勝池,今治市大西町山之内,34.04780556,132.9242222,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_41.pdf?1,大西地区,令和4年
341,a5K7F000001YlV3UAK,三ツ池,今治市大西町山之内,34.04858333,132.925,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_42.pdf?1,大西地区,令和4年
342,a5K7F000001YlV4UAK,寺谷池,今治市大西町宮脇,34.05727778,132.93225,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_43.pdf?1,大西地区,令和4年
343,a5K7F000001YlV5UAK,拝田池,今治市大西町宮脇,34.05611111,132.9336667,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_44.pdf?1,大西地区,令和4年
344,a5K7F000001YlV6UAK,三皿古池,今治市大西町宮脇,34.0515,132.9274444,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_45.pdf?1,大西地区,令和4年
345,a5K7F000001YlV7UAK,前池（紺原）,今治市大西町紺原,34.06341667,132.9364167,https://www.city.imabari.ehime.jp/noudo/hazardmap/onishi/onishi_R4_46.pdf?1,大西地区,令和4年
