No,ID,名前,場所,緯度,経度,URL,地区,年度
41,a5K7F000001YlNdUAK,上小谷池,今治市旦,34.01397222,133.0243333,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_14.pdf,今治地区,令和3年度
42,a5K7F000001YlNeUAK,下大谷池,今治市旦,34.0135,133.0239722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_15.pdf,今治地区,令和3年度
43,a5K7F000001YlNfUAK,上大谷池,今治市旦,34.01272222,133.0238056,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_16.pdf,今治地区,令和3年度
44,a5K7F000001YlNgUAK,下段原池,今治市旦,34.01566667,133.0215,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_17.pdf,今治地区,令和3年度
45,a5K7F000001YlNhUAK,上段原池,今治市旦,34.01433333,133.0216667,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_18.pdf,今治地区,令和3年度
46,a5K7F000001YlNiUAK,段原池,今治市旦,34.01508333,133.0215278,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_19.pdf,今治地区,令和3年度
47,a5K7F000001YlNmUAK,又右衛門谷池,今治市古国分二丁目,34.03383333,133.03325,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_20.pdf,今治地区,令和3年度
48,a5K7F000001YlNnUAK,カラキ谷池,今治市国分四丁目,34.02838889,133.0279722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_21.pdf,今治地区,令和3年度
49,a5K7F000001YlNoUAK,雲久池,今治市国分五丁目,34.02338889,133.0306667,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_22.pdf,今治地区,令和3年度
50,a5K7F000001YlNpUAK,開地池,今治市古国分三丁目,34.025,133.0356944,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_23.pdf,今治地区,令和3年度
51,a5K7F000001YlNrUAK,小谷下池,今治市古国分二丁目,34.03166667,133.0349444,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_24.pdf,今治地区,令和3年度
52,a5K7F000001YlNsUAK,小谷上池,今治市古国分二丁目,34.03158333,133.0342222,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_25.pdf,今治地区,令和3年度
53,a5K7F000001YlNtUAK,土居下池,今治市新谷,34.01733333,132.9886667,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_26.pdf,今治地区,令和3年度
54,a5K7F000001YlNuUAK,宮下池,今治市新谷,34.01475,132.9895556,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_27.pdf,今治地区,令和3年度
55,a5K7F000001YlNvUAK,新谷中池,今治市新谷,34.01947222,132.9846389,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_28.pdf,今治地区,令和3年度
56,a5K7F000001YlNwUAK,寺前池,今治市新谷,34.01980556,132.9878056,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_29.pdf,今治地区,令和3年度
57,a5K7F000001YlNxUAK,脇池,今治市新谷,34.02130556,132.9836389,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_30.pdf,今治地区,令和3年度
58,a5K7F000001YlNyUAK,古新谷池,今治市新谷,34.02047222,132.9855556,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_31.pdf,今治地区,令和3年度
59,a5K7F000001YlNzUAK,弓田池,今治市新谷,34.02216667,132.9923611,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_32.pdf,今治地区,令和3年度
60,a5K7F000001YlO0UAK,道成寺池,今治市新谷,34.02577778,132.9919722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_33.pdf,今治地区,令和3年度
61,a5K7F000001YlO2UAK,土居上池,今治市新谷,34.01613889,132.9876944,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_34.pdf,今治地区,令和3年度
62,a5K7F000001YlO3UAK,竹谷池,今治市新谷,34.01377778,132.9893056,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_35.pdf,今治地区,令和3年度
63,a5K7F000001YlO4UAK,前谷池,今治市新谷,34.01958333,132.9835,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_36.pdf,今治地区,令和3年度
64,a5K7F000001YlO5UAK,新谷平底池,今治市新谷,34.01994444,132.9825278,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_37.pdf,今治地区,令和3年度
65,a5K7F000001YlO6UAK,楠谷池,今治市町谷,34.01805556,133.0027778,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_38.pdf,今治地区,令和3年度
66,a5K7F000001YlO8UAK,日浅池,今治市五十嵐,34.02733333,132.9824722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_39.pdf,今治地区,令和3年度
67,a5K7F000001YlO9UAK,前池,今治市五十嵐,34.026,132.9829722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_40.pdf,今治地区,令和3年度
68,a5K7F000001YlOAUA0,前上池,今治市五十嵐,34.02608333,132.9823889,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_41.pdf,今治地区,令和3年度
69,a5K7F000001YlOBUA0,平尾池,今治市高橋,34.03638889,132.9603333,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_42.pdf,今治地区,令和3年度
70,a5K7F000001YlOCUA0,高橋新池,今治市高橋,34.03530556,132.9587778,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_43.pdf,今治地区,令和3年度
71,a5K7F000001YlOEUA0,多々羅池,今治市矢田,34.04769444,132.9633333,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_44.pdf,今治地区,令和3年度
72,a5K7F000001YlOFUA0,新池（矢田）,今治市矢田,34.04172222,132.95525,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_45.pdf,今治地区,令和3年度
73,a5K7F000001YlOGUA0,久瀬ヶ谷池,今治市矢田,34.05722222,132.96425,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_46.pdf,今治地区,令和3年度
74,a5K7F000001YlOHUA0,蛇池,今治市矢田,34.05208333,132.9670833,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_47.pdf,今治地区,令和3年度
75,a5K7F000001YlOIUA0,小杉原池,今治市神宮,34.05175,132.95975,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_48.pdf,今治地区,令和3年度
76,a5K7F000001YlOJUA0,池ノ谷池,今治市神宮,34.05055556,132.9565556,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_49.pdf,今治地区,令和3年度
77,a5K7F000001YlOKUA0,浦ノ谷池,今治市神宮,34.05438889,132.9566667,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_50.pdf,今治地区,令和3年度
78,a5K7F000001YlOLUA0,上坂池,今治市神宮,34.05355556,132.9530556,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_51.pdf,今治地区,令和3年度
79,a5K7F000001YlOMUA0,串戸池,今治市神宮,34.06011111,132.9553611,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_52.pdf,今治地区,令和3年度
80,a5K7F000001YlOPUA0,釜口池,今治市野間,34.06102778,132.9511389,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_53.pdf,今治地区,令和3年度
81,a5K7F000001YlOQUA0,カシヤ熊池,今治市野間,34.06369444,132.9549167,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_54.pdf,今治地区,令和3年度
82,a5K7F000001YlORUA0,蓮上池,今治市野間,34.06333333,132.9452778,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_55.pdf,今治地区,令和3年度
83,a5K7F000001YlOSUA0,江良池,今治市野間,34.05919444,132.94175,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_56.pdf,今治地区,令和3年度
84,a5K7F000001YlOVUA0,入鹿谷池,今治市野間,34.05577778,132.9436667,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_57.pdf,今治地区,令和3年度
85,a5K7F000001YlOWUA0,高山池,今治市野間,34.05677778,132.9381389,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_58.pdf,今治地区,令和3年度
86,a5K7F000001YlOXUA0,本谷池,今治市宅間,34.07927778,132.9457222,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_59.pdf,今治地区,令和3年度
87,a5K7F000001YlOYUA0,荒木池,今治市宅間,34.07752778,132.9474722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_60.pdf,今治地区,令和3年度
88,a5K7F000001YlOaUAK,蓮池,今治市宅間,34.0675,132.9469444,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_61.pdf,今治地区,令和3年度
89,a5K7F000001YlOdUAK,伊ノ谷池,今治市宅間,34.07355556,132.9421667,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_62.pdf,今治地区,令和3年度
90,a5K7F000001YlOeUAK,楠谷池,今治市延喜,34.07527778,132.9622222,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_63.pdf,今治地区,令和3年度
91,a5K7F000001YlOfUAK,底江池,今治市延喜,34.07416667,132.9544167,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_64.pdf,今治地区,令和3年度
92,a5K7F000001YlOgUAK,片垣池,今治市延喜,34.07897222,132.9595556,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_65.pdf,今治地区,令和3年度
93,a5K7F000001YlOhUAK,片垣新池,今治市延喜,34.07902778,132.9616111,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_66.pdf,今治地区,令和3年度
94,a5K7F000001YlOiUAK,底江下池,今治市延喜,34.0725,132.9547222,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_67.pdf,今治地区,令和3年度
95,a5K7F000001YlOjUAK,藤谷池,今治市延喜,34.07875,132.9580556,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_68.pdf,今治地区,令和3年度
96,a5K7F000001YlOkUAK,畑井田池2（上畑井田池）,今治市阿方,34.0605,132.96175,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_69.pdf,今治地区,令和3年度
97,a5K7F000001YlOlUAK,畑井田池（下畑井田池）,今治市延喜,34.06261111,132.9592778,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_70.pdf,今治地区,令和3年度
98,a5K7F000001YlOmUAK,坪ノ内池,今治市阿方,34.06788889,132.9643056,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_71.pdf,今治地区,令和3年度
99,a5K7F000001YlOoUAK,平尻口池,今治市阿方,34.07427778,132.9643889,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_72.pdf,今治地区,令和3年度
100,a5K7F000001YlOpUAK,久保池,今治市阿方,34.06572222,132.9637222,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_73.pdf,今治地区,令和3年度
101,a5K7F000001YlOqUAK,八代勝池,今治市阿方,34.06491667,132.9625,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_74.pdf,今治地区,令和3年度
102,a5K7F000001YlOrUAK,牛ノ江池,今治市しまなみヒルズ,34.06922222,132.9708056,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_75.pdf,今治地区,令和3年度
103,a5K7F000001YlOsUAK,中尾池,今治市阿方,34.07122222,132.9660556,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_76.pdf,今治地区,令和3年度
104,a5K7F000001YlOtUAK,下平池,今治市山路,34.05416667,132.9755833,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_77.pdf,今治地区,令和3年度
105,a5K7F000001YlOuUAK,木ノ谷池,今治市山路,34.05455556,132.9723889,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_78.pdf,今治地区,令和3年度
106,a5K7F000001YlOvUAK,イタチ門下池,今治市山路,34.06416667,132.9765278,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_79.pdf,今治地区,令和3年度
107,a5K7F000001YlOyUAK,日読池,今治市杣田,34.09263889,132.9594722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_80.pdf,今治地区,令和3年度
108,a5K7F000001YlP0UAK,高田池,今治市杣田,34.09130556,132.9523333,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_81.pdf,今治地区,令和3年度
109,a5K7F000001YlP1UAK,引野池,今治市高部,34.0935,132.9637778,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_82.pdf,今治地区,令和3年度
110,a5K7F000001YlP2UAK,深田池,今治市高部,34.09866667,132.9759167,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_83.pdf,今治地区,令和3年度
111,a5K7F000001YlP5UAK,新田池,今治市高部,34.09469444,132.95975,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_84.pdf,今治地区,令和3年度
112,a5K7F000001YlP6UAK,相中池,今治市高部,34.09177778,132.9778333,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_85.pdf,今治地区,令和3年度
113,a5K7F000001YlP7UAK,大谷池（高部）,今治市高部,34.09358333,132.9723889,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_86.pdf,今治地区,令和3年度
114,a5K7F000001YlP8UAK,古池,今治市高部,34.09152778,132.9751667,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_87.pdf,今治地区,令和3年度
115,a5K7F000001YlP9UAK,奥池,今治市高部,34.09366667,132.968,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_88.pdf,今治地区,令和3年度
116,a5K7F000001YlPAUA0,小池,今治市高部,34.09494444,132.9658611,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_89.pdf,今治地区,令和3年度
117,a5K7F000001YlPDUA0,宮谷池,今治市高部,34.09619444,132.9759167,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_R3_90.pdf,今治地区,令和3年度
125,a5K7F000001YlPdUAK,大池（高地）,今治市高地町一丁目,34.07244444,132.9770833,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_ooike.pdf,今治地区,令和3年度
126,a5K7F000001YlPXUA0,幸戸池,今治市石井町五丁目,34.08038889,132.9829444,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_koudoike.pdf,今治地区,
127,a5K7F000001YlPWUA0,文箱池,今治市石井町五丁目,34.08430556,132.9826944,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_fubakoike.pdf,今治地区,
128,a5K7F000001YlPMUA0,青木池,今治市近見町四丁目,34.08991667,132.9803056,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_aokiike.pdf,今治地区,
129,a5K7F000001YlONUA0,大谷池（神宮）,今治市神宮,34.04766667,132.94975,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_otaniike.pdf,今治地区,
130,a5K7F000001YlOTUA0,城ヶ谷池,今治市野間,34.0545,132.9371944,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_jyogataniike.pdf,今治地区,
131,a5K7F000001YlOZUA0,拝田池,今治市宅間,34.07083333,132.95125,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_haidaike_furuike.pdf,今治地区,
131,a5K7F000001YlObUAK,古池,今治市宅間,34.08425,132.9468611,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_haidaike_furuike.pdf,今治地区,
132,a5K7F000001YlOcUAK,鳥越池（宅間）,今治市宅間,34.07319444,132.9519722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_torigoeike.pdf,今治地区,
133,a5K7F000001YlOxUAK,上池,今治市杣田,34.08588889,132.9584167,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_kamiike.pdf,今治地区,
134,a5K7F000001YlOzUAK,向池,今治市杣田,34.09202778,132.9581667,https://www.city.imabari.ehime.jp/noudo/hazardmap/namikata/namikata_mukaiike.pdf,今治地区,
135,a5K7F000001YlOnUAK,阿方大池,今治市阿方,34.07277778,132.965,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_agataooike.pdf,今治地区,
136,a5K7F000001YlOwUAK,高屋池,今治市山路,34.06683333,132.97525,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_kouyaike.pdf,今治地区,
137,a5K7F000001YlOUUA0,柳添池,今治市野間,34.05197222,132.9459722,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_yanagisoike.pdf,今治地区,
138,a5K7F000001YlOOUA0,新池,今治市神宮,34.04397222,132.9453889,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_sinike_kannomiya.pdf,今治地区,
139,a5K7F000001YlO1UAK,鹿ノ子池,今治市古谷,34.01938889,132.99625,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_kanokoike.pdf,今治地区,
140,a5K7F000001YlODUA0,犬塚池,今治市玉川町八幡,34.02305556,132.9785,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_inudukaike.pdf,今治地区,
141,a5K7F000001YlNlUAK,柏谷池,今治市国分三丁目,34.02880556,133.0237778,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_kasiwadaniike.pdf,今治地区,
142,a5K7F000001YlNNUA0,医王池,今治市孫兵衛作,33.98297222,133.0541944,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_iouike.pdf,今治地区,
143,a5K7F000001YlNaUAK,高麗池,今治市旦,34.01341667,133.0284167,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_kouraiike.pdf,今治地区,
144,a5K7F000001YlNOUA0,大谷池（孫兵衛作）,今治市孫兵衛作,33.98747222,133.0568056,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_ootaniike.pdf,今治地区,
145,a5K7F000001YlNqUAK,鳥越池,今治市古国分二丁目,34.02944444,133.0351111,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_torigoeike_furukokubu.pdf,今治地区,
146,a5K7F000001YlNjUAK,鳥越下池,今治市唐子台東三丁目,34.02644444,133.0295278,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_torigoesimoike.pdf,今治地区,
147,a5K7F000001YlNkUAK,鳥越上池,今治市唐子台東三丁目,34.02736111,133.0299167,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_torigoekamiike.pdf,今治地区,
148,a5K7F000001YlPBUA0,扇池,今治市高部,34.09308333,132.9735278,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_ougiike.pdf,今治地区,
149,a5K7F000001YlP3UAK,打越池,今治市高部,34.09541667,132.9691944,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_uchikoshiike.pdf,今治地区,
150,a5K7F000001YlP4UAK,尾池,今治市高部,34.09475,132.9645833,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_oike.pdf,今治地区,
151,a5K7F000001YlPCUA0,新池,今治市高部,34.09052778,132.9690833,https://www.city.imabari.ehime.jp/noudo/hazardmap/imabari/imabari_sinike_takabe.pdf,今治地区,
152,a5K7F000001YlQ5UAK,棚井上池,今治市古谷,33.99827778,132.994,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_tanaikamiike.pdf,今治地区,
153,a5K7F000001YlQ3UAK,多伎池,今治市古谷,34.0005,132.9944444,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_takiike.pdf,今治地区,
154,a5K7F000001YlO7UAK,上池(後池),今治市古谷,34.01497222,132.9983611,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_01.pdf,朝倉地区,令和3年
155,a5K7F000001YlPhUAK,椎の木池,今治市朝倉上,33.97075,133.0217778,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_02.pdf,朝倉地区,令和3年
156,a5K7F000001YlPjUAK,鈴谷池,今治市朝倉上,33.97033333,133.0299722,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_03.pdf,朝倉地区,令和3年
157,a5K7F000001YlPkUAK,竹ヶ谷池,今治市朝倉上,33.97066667,133.0350556,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_04.pdf,朝倉地区,令和3年
158,a5K7F000001YlPlUAK,中町池,今治市朝倉上,33.97980556,133.0096111,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_05.pdf,朝倉地区,令和3年
159,a5K7F000001YlPmUAK,大谷古池,今治市朝倉上,33.98505556,133.0113056,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_06.pdf,朝倉地区,令和3年
160,a5K7F000001YlPoUAK,中力池,今治市朝倉上,33.98711111,133.0141111,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_07.pdf,朝倉地区,令和3年
161,a5K7F000001YlPpUAK,足中出池,今治市朝倉上,33.99083333,133.0049722,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_08.pdf,朝倉地区,令和3年
162,a5K7F000001YlPqUAK,奥孕池1,今治市朝倉下,33.99569444,133.0114167,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_09.pdf,朝倉地区,令和3年
163,a5K7F000001YlPrUAK,奥孕池2,今治市古谷,33.99505556,133.011,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_10.pdf,朝倉地区,令和3年
164,a5K7F000001YlPsUAK,孕池,今治市朝倉下,33.99727778,133.0121111,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_11.pdf,朝倉地区,令和3年
165,a5K7F000001YlPtUAK,岡池,今治市古谷,33.99875,133.0098056,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_12.pdf,朝倉地区,令和3年
166,a5K7F000001YlPuUAK,原中池,今治市朝倉下,34.00075,133.0076667,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_13.pdf,朝倉地区,令和3年
167,a5K7F000001YlPvUAK,原池,今治市朝倉下,34.00127778,133.008,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_14.pdf,朝倉地区,令和3年
168,a5K7F000001YlPwUAK,笹池,今治市古谷,34.00266667,133.0058611,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_15.pdf,朝倉地区,令和3年
169,a5K7F000001YlPxUAK,荒神池,今治市山口,34.00491667,133.0057778,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_16.pdf,朝倉地区,令和3年
170,a5K7F000001YlPyUAK,池の谷池,今治市古谷,34.00372222,133.0023056,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_17.pdf,朝倉地区,令和3年
171,a5K7F000001YlPzUAK,池の谷上池,今治市古谷,34.00311111,133.002,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_18.pdf,朝倉地区,令和3年
172,a5K7F000001YlQ0UAK,祝谷池,今治市古谷,34.00425,133.0015,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_19.pdf,朝倉地区,令和3年
173,a5K7F000001YlQ1UAK,蜂の子池,今治市古谷,34.01058333,133.0012222,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_20.pdf,朝倉地区,令和3年
174,a5K7F000001YlQ2UAK,能楽池,今治市古谷,34.00966667,132.9991111,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_21.pdf,朝倉地区,令和3年
175,a5K7F000001YlQ4UAK,棚井池,今治市古谷,33.99905556,132.9940556,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_22.pdf,朝倉地区,令和3年
176,a5K7F000001YlQ7UAK,原池（原南池）,今治市朝倉南,33.99255556,133.0329444,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_23.pdf,朝倉地区,令和3年
177,a5K7F000001YlQ8UAK,原上池,今治市朝倉南,33.99166667,133.0336111,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_24.pdf,朝倉地区,令和3年
178,a5K7F000001YlQ9UAK,勝負谷池（勝負谷下池）,今治市朝倉上,33.99188889,132.9996389,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_25.pdf,朝倉地区,令和3年
179,a5K7F000001YlQBUA0,浦谷池,今治市古谷,34.00719444,132.9950556,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_26.pdf,朝倉地区,令和3年
180,a5K7F000001YlUMUA0,重谷池,今治市朝倉上,33.98805556,133.0079167,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_27.pdf,朝倉地区,令和3年
181,a5K7F000001YlUNUA0,桜木池,今治市朝倉上,33.99027778,133.0074167,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_28.pdf,朝倉地区,令和3年
182,a5K7F000001YlUOUA0,堂の奥池,今治市朝倉上,33.98883333,133.00275,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_29.pdf,朝倉地区,令和3年
183,a5K7F000001YlUPUA0,正善寺池,今治市朝倉南,33.99263889,133.0093333,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_30.pdf,朝倉地区,令和3年
184,a5K7F000001YlUQUA0,辻堂池,今治市古谷,33.996,133.0107778,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_31.pdf,朝倉地区,令和3年
185,a5K7F000001YlURUA0,山崎池,今治市古谷,34.0015,133.0067778,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_32.pdf,朝倉地区,令和3年
186,a5K7F000001YlUSUA0,笹下池,今治市朝倉下,34.00327778,133.0063333,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_33.pdf,朝倉地区,令和3年
187,a5K7F000001YlUTUA0,山邸下池,今治市古谷,34.00338889,133.0050833,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_34.pdf,朝倉地区,令和3年
188,a5K7F000001YlUUUA0,山邸上池,今治市古谷,34.00263889,133.0043056,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_35.pdf,朝倉地区,令和3年
189,a5K7F000001YlUVUA0,白崎第１池,今治市朝倉北,34.00197222,133.0276389,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_36.pdf,朝倉地区,令和3年
190,a5K7F000001YlUWUA0,白崎第２池,今治市朝倉北,34.00127778,133.0281389,https://www.city.imabari.ehime.jp/noudo/hazardmap/asakura/asakura_R3_37.pdf,朝倉地区,令和3年
